id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,descuento,metodo_pago,edad_cliente,vendedor
V0792,01/03/2026,Natalia Jiménez,Pereira,Audífonos,Tecnologia,2,180000,10%,Nequi,42,María
V1077,2026-04-16,Luisa Fernández,BOGOTA,Bolígrafo,Papelería,5,3500,5%,Tarjeta,28,María
V0879,13/04/2026,Pedro Ruiz,Manizales,Impresora,tecnologia,5,650000,0%,Tarjeta,70,Diana
V0338,2026-03-12,Sebastián Rojas,manizales,Agenda,PAPELERÍA,3,25000,20%,Transferencia,54,Felipe
V0720,02-01-2026,Luisa Fernández,Bogotá,Mochila,Accesorios,3,140000,5%,Tarjeta,59,Luisa
V0296,2026/06/10,Sebastián Rojas,Cali,Tablet,tecnologia,2,1100000,20%,Efectivo,36,Andrés
V1017,2026/02/26,Ana Pérez,armenia,Escritorio,Oficina,3,580000,20%,Efectivo,60,Diana
V0456,22/03/26,Mariana Castro,Bogotá,Audífonos,Tecnología,5,180000,15%,Tarjeta,69,Carlos
V0816,2026/07/29,Andrés Martínez,CALI,Celular,Tecnologia,6,1800000,0.1,Transferencia,38,María
V0270,10/05/26,Natalia Jiménez,Bogotá,Mochila,accesorios,6,140000,0.15,Daviplata,56,Felipe
V0996,2026/07/03,Alejandro Ortiz,MEDELLÍN,Tablet,Tecnologia,2,1100000,20%,Transferencia,27,María
V0202,27-06-2026,Mateo Díaz,dosquebradas,Monitor,Tecnología,1,850000,10%,Nequi,64,Carlos
V0162,2026/04/28,Carlos Vargas,CARTAGO,Monitor,tecnologia,1,850000,10%,Transferencia,42,Felipe
V0730,2026/04/06,Luisa Fernández,Pereira,Tablet,TECNOLOGÍA,2,1100000,0%,Tarjeta,39,Diana
V0402,14-03-2026,Daniel Moreno,Medellín,Laptop,Tecnologia,3,2500000,10%,Efectivo,46,Felipe
V0703,2026/05/05,Felipe Arias,bogotá,Audífonos,Tecnología,4,180000,0.05,Daviplata,66,María
V1130,04/01/26,Felipe Arias,Dosquebradas,Escritorio,Oficina,3,580000,20%,Daviplata,27,Luisa
V0566,2026/01/07,Mariana Castro,medellin,Tablet,TECNOLOGÍA,5,1100000,5%,Tarjeta,22,Carlos
V1022,16/05/2026,Manuela Cárdenas,Cali,Tablet,Tecnologia,1,1100000,20%,Efectivo,65,Carlos
V1026,21/01/2026,Sebastián Rojas,CALI,Maletín,accesorios,0,190000,0%,Nequi,23,Luisa
V1105,06/04/2026,Daniel Moreno,Manizales,Celular,Tecnología,5,$1.800.000,0%,Transferencia,59,Luisa
V0206,03-06-2026,Mateo Díaz,CARTAGO,Cuaderno,PAPELERÍA,4,12000,0.05,Tarjeta,48,Diana
V0035,04-02-2026,Mariana Castro,Bogotá,Tablet,Tecnología,4,1100000,5%,Daviplata,66,Carlos
V0776,03/06/26,Paula Sánchez,PEREIRA,Monitor,Tecnologia,4,850000,10%,Daviplata,46,Andrés
V0509,13-04-2026,Juliana Morales,MEDELLÍN,Escritorio,OFICINA,6,580000,20%,Daviplata,33,Carlos
V0951,24/02/26,Felipe Arias,Cali,Monitor,Tecnología,2,850000,10%,Nequi,43,Diana
V0092,06/04/2026,Sebastián Rojas,bogotá,Impresora,Tecnologia,5,650000,0%,Transferencia,28,Carlos
V0898,07-06-2026,Diego Restrepo,Bogotá,Cuaderno,PAPELERÍA,5,12000,0%,Nequi,34,
V0565,18/05/26,Felipe Arias,,Teclado,tecnologia,2,120000,0%,Transferencia,63,Luisa
V0777,11/06/26,Luisa Fernández,MANIZALES,Impresora,Tecnologia,2,650000,10%,Tarjeta,52,María
V0242,21-04-2026,Nicolás Quintero,ARMENIA,Maletín,Accesorios,5,190000,15%,Nequi,29,Felipe
V0014,21-05-2026,Mateo Díaz,Cali,Bolígrafo,Papelería,1,3500,0%,Efectivo,66,Luisa
V0316,03/02/2026,Camila Torres,CARTAGO,Teclado,tecnologia,3,120000,0%,Nequi,43,Luisa
V0601,05/01/2026,Daniel Moreno,Cartago,Mochila,Accesorios,3,140000,0.2,Efectivo,41,María
V0388,01/06/26,Natalia Jiménez,CARTAGO,Monitor,Tecnología,2,850000,0.2,Nequi,64,Luisa
V0167,09/01/26,Gabriela Muñoz,ARMENIA,Mochila,Accesorios,4,140000,0.1,Efectivo,67,Felipe
V0841,2026/05/03,Paula Sánchez,Medellín,Impresora,Tecnología,1,650000,0,Tarjeta,69,Diana
V0021,03/02/2026,Diego Restrepo,PEREIRA,Bolígrafo,papeleria,6,,10%,Nequi,25,María
V0647,2026-01-28,Diego Restrepo,BOGOTA,Maletín,Accesorios,6,190000,0%,Efectivo,60,María
V1155,2026/01/12,Daniel Moreno,Armenia,Audífonos,Tecnología,6,180000,5%,Tarjeta,31,Luisa
V0832,2026-06-21,Mateo Díaz,Bogota,Mouse,Tecnología,5,45000,0,Transferencia,30,Felipe
V0563,2026-05-28,Santiago Hernández,pereira,Teclado,tecnologia,4,120000,10%,Transferencia,31,María
V1243,06/01/2026,Diego Restrepo,Dosquebradas,Tablet,Tecnología,6,$1.100.000,5%,Tarjeta,30,Andrés
V0687,2026/06/09,Diego Restrepo,cartago,Agenda,PAPELERÍA,4,25000,0.15,Efectivo,53,Luisa
V0958,06/03/26,Gabriela Muñoz,Cali,Silla ergonómica,OFICINA,6,720000,0,Tarjeta,22,Andrés
V0190,2026-03-25,Natalia Jiménez,CARTAGO,Mochila,accesorios,2,140000,0%,Tarjeta,37,Luisa
V0976,2026/03/25,Gabriela Muñoz,MANIZALES,Laptop,tecnologia,6,2500000,20%,Nequi,64,Diana
V0700,2026/06/07,Mateo Díaz,medellin,Escritorio,Oficina,1,580000,0,Efectivo,58,Carlos
V0511,2026-02-15,Mariana Castro,Cali,Laptop,Tecnología,4,$2.500.000,0.05,Tarjeta,36,Andrés
V1083,2026-07-30,Sofía Ramírez,Medellín,Mouse,TECNOLOGÍA,6,45000,20%,Daviplata,18,Felipe
V0475,2026/01/16,Juliana Morales,cartago,Mouse,Tecnologia,4,45000,5%,Nequi,55,Diana
V0857,2026/06/29,Diego Restrepo,pereira,Monitor,Tecnología,3,850000,10%,Tarjeta,66,Diana
V0748,2026/05/28,Sebastián Rojas,MANIZALES,Teclado,Tecnología,5,$120.00,15%,Daviplata,60,Luisa
V0253,27/01/2026,Ana Pérez,CARTAGO,Tablet,TECNOLOGÍA,2,1100000,20%,Tarjeta,70,Carlos
V0022,20/03/26,Alejandro Ortiz,medellin,Laptop,tecnologia,3,2500000,0%,Efectivo,67,Luisa
V0460,27-01-2026,Mateo Díaz,Cartago,Laptop,Tecnología,6,2500000,15%,Daviplata,53,Carlos
V1185,08/05/2026,Santiago Hernández,cartago,Mouse,Tecnologia,2,45000,5%,Efectivo,44,Felipe
V0277,25/07/2026,Manuela Cárdenas,pereira,Maletín,Accesorios,5,190000,10%,Transferencia,57,Luisa
V0956,20/04/2026,Pedro Ruiz,pereira,Teclado,Tecnología,2,120000,0.05,Transferencia,62,María
V1216,26-02-2026,Andrés Martínez,Medellín,Tablet,tecnologia,1,1100000,0,Efectivo,36,Andrés
V0386,2026/03/27,Santiago Hernández,MANIZALES,Monitor,tecnologia,2,$850.00,0%,Daviplata,47,María
V0806,10/07/26,Sofía Ramírez,Armenia,Agenda,Papelería,3,25000,20%,Efectivo,69,Diana
V0344,08/05/2026,Laura Gómez,CARTAGO,Mouse,Tecnología,2,45000,10%,Nequi,25,Felipe
V0770,2026/05/30,Manuela Cárdenas,MEDELLÍN,Teclado,Tecnología,1,120000,10%,Transferencia,48,Luisa
V0131,12/05/2026,Juliana Morales,Bogotá,Teclado,Tecnologia,4,120000,15%,Transferencia,19,Diana
V0872,01/06/2026,Felipe Arias,Armenia,Agenda,Papelería,5,25000,0.05,Nequi,38,Felipe
V1124,2026-05-12,Ana Pérez,Bogota,Silla ergonómica,Oficina,1,720000,20%,Nequi,0,Luisa
V0088,2026-01-22,Manuela Cárdenas,DOSQUEBRADAS,Agenda,PAPELERÍA,3,25000,20%,Tarjeta,65,Andrés
V0331,17/03/26,Gabriela Muñoz,Medellín,Tablet,Tecnologia,5,1100000,0%,Transferencia,23,Luisa
V1239,11/01/26,Sofía Ramírez,DOSQUEBRADAS,Laptop,Tecnologia,4,,5%,Transferencia,51,Luisa
V0467,2026/01/26,Daniel Moreno,Medellín,Agenda,PAPELERÍA,-1,25000,10%,Transferencia,44,Diana
V0122,07/03/26,Santiago Hernández,Cali,Cuaderno,papeleria,6,12000,15%,Efectivo,35,Carlos
V1045,2026/02/20,Paula Sánchez,BOGOTA,Laptop,TECNOLOGÍA,5,2500000,0.1,Efectivo,31,Carlos
V1096,17/05/26,Paula Sánchez,Bogotá,Tablet,Tecnología,6,$1.100.000,20%,Daviplata,34,Carlos
V1131,04-01-2026,Felipe Arias,BOGOTA,Bolígrafo,Papelería,5,3500,5%,Transferencia,25,Felipe
V0861,2026-01-15,Natalia Jiménez,ARMENIA,Mouse,Tecnología,6,45000,5%,Efectivo,0,Luisa
V1127,2026-02-05,Paula Sánchez,Dosquebradas,Cuaderno,Papelería,-3,12000,0.1,Transferencia,68,Andrés
